Product_ID,Category,Supplier_Rating,Lead_Time,Inventory_Level,Urgent_Restock,Seasonal_Demand,Warehouse_Capacity,Transportation_Cost,Product_Lifecycle_Stage,Returns_Percentage,Demand_Variability
945,Electronics,1,3.383774204,270.1610182,0,1,3806.696836,5.50033915,Introductory,4.848032783,1
946,Furniture,2,1.543559095,49.59104355,1,0.99678634,2908.502047,5.056905256,Decline,4.835771305,0.885027995
947,Electronics,2,1.352785438,40.13434271,1,1,4611.640839,6.51261892,Decline,5.542669618,0.749934687
948,Furniture,5,3.257123078,232.9303004,0,0.822808648,3840.554805,6.707563411,Growth,6.033795288,0.951506461
949,Furniture,3,2.919940753,217.1230347,0,0.761388484,1049.418572,7.075380676,Growth,0.877397031,0.97363691
950,Clothing,4,3.328952374,238.9568922,0,1,2164.498961,6.422048708,Maturity,6.328788842,0.776846121
951,Electronics,1,3.051328293,230.496461,1,1,3225.143213,5.942891991,Maturity,0.816786229,1
952,Electronics,1,3.039769995,183.7891571,1,1,2787.63089,6.330401082,Maturity,8.281353572,0.949808833
953,Food,4,1.923442632,66.81719784,0,0.806194214,3334.02513,6.190729636,Maturity,0.782516705,0.975757144
954,Food,1,2.514036808,117.5786829,1,1,2946.290911,6.85265828,Maturity,8.11416271,1
955,Furniture,2,3.064116542,248.0800903,1,1,1350.531878,6.008831083,Growth,1.160872025,0.90009643
956,Food,5,3.16868978,202.5878946,0,0.935783888,2605.164941,6.150791589,Growth,8.652675314,1
957,Food,2,2.51199728,177.1108071,1,1,3758.838527,6.517258584,Growth,6.047144547,0.805611897
958,Clothing,3,2.320919502,123.4876739,0,0.99170889,4071.850744,6.501300017,Decline,5.369626221,0.976549393
959,Food,3,2.909509194,198.07603,1,0.936585733,4107.60615,6.563255766,Maturity,7.039311924,1
960,Food,1,2.924398942,191.834002,1,0.929949869,3575.729887,6.907838799,Decline,10.20241183,0.95474287
961,Electronics,4,1.095120814,37.08501087,0,0.899724014,1172.070439,6.585242946,Introductory,2.876048248,1
962,Electronics,1,2.657179181,180.4390722,1,0.794404857,2834.676941,6.922880074,,5.328051182,1
963,Electronics,1,0.650001114,28.22874626,1,1,1501.56448,6.763414239,Decline,4.835771305,1
964,Clothing,3,3.005624822,232.3053194,0,1,1967.580572,6.476925309,Decline,5.524450226,0.957205151
965,Clothing,2,3.218333208,267.2572103,1,1,2189.784306,5.474605605,Maturity,7.769029386,1
966,Electronics,2,2.309875742,124.00955,1,1,2416.204498,5.939569494,Introductory,5.573162169,1
967,Food,2,3.428998308,293.8651194,1,1,1433.166429,5.601016005,Growth,7.426412744,0.936715271
968,Clothing,4,3.203686545,274.0357589,0,1,1247.247981,6.717470954,Introductory,6.203703719,0.953753801
969,Food,2,2.764880845,153.3889782,1,0.966255788,2946.290911,6.190729636,Maturity,4.835771305,1
970,Food,2,2.858938172,170.1167493,1,1,4228.204802,6.792469362,Introductory,10.31430277,1
971,Food,5,2.627327572,54.22971684,0,0.57393764,4072.226953,6.690229193,Maturity,3.327384352,1
972,Electronics,5,3.099337939,257.7619767,0,1,1554.187155,5.732633013,Maturity,0.941703145,1
973,Food,3,2.041627991,64.93820059,0,0.846310962,3465.891541,6.784924132,Maturity,0.887545026,0.913947622
974,Electronics,4,1.961209251,74.90010784,0,0.874973857,1677.095345,5.882186554,Decline,5.727844558,0.910534748
975,Clothing,3,2.989304653,232.7498183,0,0.99170889,1982.811148,6.579122144,Decline,5.058794461,1
976,Clothing,1,2.092309219,92.77421082,0,0.98761686,1447.21404,6.381227582,Growth,4.835771305,0.972581864
977,Clothing,1,3.379617686,296.7230914,1,0.834113188,3760.688682,6.282150568,Decline,0.654627351,1
978,Furniture,2,3.034833221,251.2541581,1,1,3114.499986,6.112254103,Introductory,0.769451954,0.910218303
979,Food,1,3.391778233,307.9514687,1,1,1987.841173,6.809820964,Growth,4.682517683,0.803915367
980,Clothing,5,3.127562061,216.4452209,0,1,2628.361564,5.3560006,Maturity,1.593410482,0.990381975
981,Electronics,1,2.677167927,173.7544404,1,1,2734.769148,6.850951788,Decline,3.610355909,1
982,Food,2,2.723823047,162.6105414,1,0.99170889,3403.004753,5.315630771,Maturity,5.521126194,0.99436894
983,Food,1,2.921179872,194.9607731,1,0.866582958,3588.948324,7.063233249,Decline,10.30658663,1
984,Furniture,2,3.37579647,301.4558774,1,0.770847223,2466.586129,6.812570058,Decline,6.193253652,0.777486039
985,Food,3,2.679184348,149.9041215,0,1,3445.121837,6.470684869,Growth,5.432897637,1
986,Electronics,4,2.715701627,154.4415195,0,1,3470.585164,6.616903079,Maturity,0.235747028,1
987,Food,1,3.475751715,316.3534527,1,1,1951.190177,6.423951174,Growth,3.713816467,1
988,Food,3,2.548851498,142.119408,0,1,2542.903132,5.501139019,Maturity,5.420710741,0.917313403
989,Furniture,1,2.473034714,117.2472897,1,1,2208.849779,6.073634348,Maturity,-0.161209595,0.981472755
990,Electronics,1,2.883372344,172.4545593,1,0.870073177,2744.859359,6.438797412,Decline,4.259103556,1
991,Furniture,5,2.520075322,175.4301869,0,0.780917896,2790.103993,6.190729636,Growth,0.324438878,1
992,Food,3,2.706758819,149.9629343,0,1,3486.847666,6.189843659,Growth,5.969760486,1
993,Clothing,4,3.055678608,227.0238612,0,1,2191.225645,6.514032235,Maturity,6.796981425,0.937382134
994,Food,2,3.070203117,248.1174009,1,0.908584003,1026.584322,6.094287507,Growth,7.495267745,0.949356918
995,Food,3,3.303605094,321.1377192,0,0.832749088,4379.153213,6.571803033,Growth,5.020678468,1
996,Electronics,1,2.869627677,178.9159827,1,1,1532.171432,6.358174104,Decline,4.005873424,1
997,Food,2,2.71979562,141.2189005,1,0.964908002,1438.516777,5.472386331,Introductory,0.84297813,1
998,Food,4,3.04767394,209.7105522,0,1,1638.179879,5.428238832,Decline,4.593581526,1
999,Electronics,1,2.810298208,152.0615884,1,1,2543.039067,6.836806885,Growth,7.362470629,0.891134134
1000,Clothing,5,2.972502438,199.9169802,0,0.915122167,2581.523949,5.12443222,Maturity,1.199345121,0.815562052
1001,Furniture,5,1.937175462,175.4301869,0,1,3583.375471,6.668630519,Growth,6.994740199,0.846137409
1002,Clothing,1,2.763152231,158.8340283,1,0.934015468,4809.701725,5.924016914,Introductory,6.724217031,0.868879476
1003,Electronics,3,3.249310746,233.6370824,0,1,4880.818673,5.511091784,Introductory,6.296373956,0.969805319
1004,Furniture,4,3.340090858,236.6318594,0,0.981290612,1936.824658,6.030985043,Introductory,5.696616191,1
1005,Clothing,4,3.139283266,223.9804572,0,1,2158.421962,6.432446158,Maturity,7.432071675,0.968683089
1006,Clothing,1,2.296191094,117.0407124,1,1,2011.030919,6.4499657,Maturity,3.890830426,0.94685112
1007,Clothing,4,2.872359992,205.9327454,0,1,3855.793815,5.474245737,,5.286556753,1
1008,Furniture,2,3.044015378,249.5295735,1,0.781407654,3351.092623,6.125120356,Growth,1.1389714,1
1009,Furniture,3,2.036628314,95.79844956,0,0.933534216,1123.316878,6.133834818,Growth,1.339031829,0.981363382
1010,Electronics,2,3.408680713,282.3921918,1,1,4118.331167,5.600280335,Introductory,9.35982124,0.750658152
1011,Furniture,5,3.05546773,226.7011246,0,1,2834.225261,6.190729636,Introductory,10.6236714,0.950634387
1012,Food,3,2.137627,113.0027825,0,1,2256.63089,6.211301797,Growth,7.105259792,1
1013,Electronics,3,2.986082984,213.3715895,0,0.99170889,2063.993546,4.859494163,Growth,1.213158885,0.898487112
1014,Electronics,3,1.912136089,90.63852884,0,0.99170889,1956.135646,6.190729636,Growth,1.555247929,0.828291228
1015,Furniture,2,3.151843961,235.3331085,1,1,1253.138065,6.152271311,Growth,2.297013826,1
1016,Electronics,5,2.757965724,189.5405301,0,1,4584.551426,5.084276566,Decline,3.16038139,0.859125588
1017,Food,3,1.548240352,65.45705004,0,0.939734672,2946.290911,5.99377851,Decline,4.023781963,1
1018,Clothing,1,2.296796279,116.6263465,1,1,4147.908277,5.739024213,Introductory,4.607631797,1
1019,Electronics,3,3.308245834,295.9026552,0,0.99170889,1873.894947,5.327246741,Decline,7.172750652,1
1020,Electronics,3,3.504286265,278.0046608,0,1,3456.551563,6.676511065,Maturity,8.278251264,0.897277003
1021,Furniture,2,2.627327572,251.6794079,1,0.968479762,1303.689807,6.123546036,Growth,2.094544758,0.966155316
1022,Food,3,1.403741615,64.70275564,0,0.69410805,3308.920456,6.190729636,Decline,3.631922628,0.980403548
1023,Food,2,3.129650463,212.7019381,1,0.985119382,2385.127683,5.996382844,Decline,8.140858233,1
1024,Furniture,5,2.547920504,142.4445692,0,1,1797.095805,6.838251187,Introductory,5.21263513,0.978081344
1025,Food,2,1.088841043,41.71002425,1,0.839121282,1009.222475,5.74069214,Maturity,4.835771305,1
1026,Clothing,5,3.50185334,296.7236592,0,0.875910898,1887.952662,5.128491333,,8.345646316,1
1027,Electronics,5,2.424304933,115.9625285,0,1,3184.804946,5.845932005,Growth,4.325648512,1
1028,Food,2,1.841346403,87.6328141,1,0.925026305,3007.490403,6.319912759,Introductory,4.835771305,1
1029,Furniture,5,2.331136154,175.4301869,0,1,4853.517435,6.186097642,Maturity,8.883167606,1
1030,Electronics,1,2.611758522,155.5156599,1,1,2848.981239,5.741238147,Decline,1.429630293,1
1031,Electronics,1,3.358855824,269.4658638,1,1,3685.910256,5.972894496,Growth,4.835771305,1
1032,Electronics,2,3.289055518,239.9612442,1,0.815746273,4100.185774,5.896193162,Maturity,3.750792663,1
1033,Electronics,5,0.525098406,39.72866615,0,0.877189848,3983.906031,6.941259793,Maturity,2.234056332,0.993905499
1034,Furniture,2,1.960931058,84.15366486,1,1,2901.61866,6.501177741,Maturity,0.434048788,1
1035,Electronics,3,1.974565041,93.45418039,0,1,1958.116713,6.327441574,Growth,1.802650107,0.868306889
1036,Electronics,4,1.294500092,34.7928191,0,1,2946.290911,6.391302599,Introductory,3.047001999,1
1037,Clothing,3,2.177087578,95.92960386,1,1,3916.209963,6.615493325,Growth,1.826629806,0.912690037
1038,Food,3,2.24535542,97.99615594,1,0.814765674,4448.224571,6.857978337,Decline,5.481972871,0.980178708
1039,Clothing,1,2.330294753,120.4058101,1,1,1892.209376,6.985185473,Maturity,3.165902767,0.880399114
1040,Food,3,1.52160933,67.48635293,0,0.99170889,3224.379139,5.694424995,Decline,3.650490232,1
1041,Furniture,5,2.52035989,135.0106234,0,0.933539109,1008.992131,6.22728606,Growth,5.699296688,1
1042,Food,2,3.209677355,292.8635712,1,0.989191399,4061.959762,6.190729636,Growth,2.397755578,1
1043,Food,4,1.797532956,58.12572667,0,0.803225258,3295.617223,7.215042941,Maturity,0.329993782,0.799649077
1044,Furniture,2,3.363775431,280.4506644,1,0.803729968,4300.325482,5.740492416,Decline,5.724520934,0.904659769
1045,Furniture,2,3.410109717,317.8795121,1,1,2272.115372,6.668360112,Introductory,5.088526053,0.998272022
1046,Electronics,5,1.706934314,52.76550169,0,0.916522779,3991.331025,5.282617076,Growth,9.807604709,0.923293376
1047,Furniture,2,3.376303695,275.6850663,1,0.960386453,3178.232461,6.088836557,Introductory,4.835771305,0.803675286
1048,Clothing,3,2.575774964,149.5171401,0,1,4504.257185,6.858833115,Decline,7.666665985,1
1049,Furniture,3,2.22401456,109.6311894,0,1,1719.098462,4.726976798,Growth,6.059786206,1
1050,Furniture,5,3.262300206,235.9963334,0,1,2482.390365,6.623367061,Maturity,7.865329969,0.978518377
1051,Food,5,1.557982557,65.42005695,0,1,2089.416957,6.328061887,Introductory,9.298303167,0.856865497
1052,Clothing,1,2.670062214,172.3036001,1,0.992842184,2946.290911,6.190729636,Maturity,3.070148783,1
1053,Clothing,5,3.023686715,175.4301869,0,1,2741.463628,5.037731782,Maturity,1.463415661,1
1054,Clothing,2,3.005359447,205.4694469,1,1,3969.007246,6.190729636,Introductory,0.155032664,1
1055,Food,3,2.08567364,71.76256814,0,0.654646852,2003.241116,7.012194236,Maturity,6.088507371,0.980472732
1056,Food,3,2.611204853,163.0869655,0,1,3895.244218,6.725827203,Introductory,1.816400971,0.873653535
1057,Furniture,3,2.971413068,228.9874568,1,1,4319.195204,5.630666651,Introductory,2.650852883,1
1058,Electronics,2,2.383213622,149.6156568,1,0.826398932,1817.553019,6.55498621,Introductory,0.526081014,0.861470918
1059,Furniture,1,0.630749045,38.05772157,1,0.817737799,4257.812351,6.713240023,Introductory,9.990424523,1
1060,Electronics,5,2.434004607,101.8012762,0,0.749003155,1580.747457,5.820517772,Decline,9.964035905,1
1061,Electronics,2,3.186058112,260.3376895,1,0.99170889,2779.849518,4.571146588,Maturity,4.391731073,1
1062,Clothing,2,3.381782203,300.1787369,1,0.87658316,3572.066063,6.169549493,Decline,2.911449151,0.882801866
1063,Food,3,2.017481376,101.5436787,0,0.869235891,1819.781878,5.741238903,Introductory,3.969193646,1
1064,Electronics,4,2.774743781,140.5738533,0,0.971849263,2359.483264,6.477683663,Maturity,5.857518468,0.779209457
1065,Electronics,4,2.701953807,125.3606871,0,0.964029564,1821.085638,6.190729636,Maturity,1.039437705,1
1066,Furniture,5,3.043497778,226.2076814,0,1,2925.252649,5.877703463,Introductory,9.663761598,1
1067,Clothing,2,0.684294905,34.58047023,0,1,2026.312796,6.149986741,Introductory,4.350505682,0.891594401
1068,Furniture,1,2.639560096,175.4301869,1,1,4022.385088,6.622406351,Maturity,3.397609535,1
1069,Clothing,5,2.627327572,194.0157467,0,1,1857.039727,6.027814311,,5.279324454,1
1070,Furniture,1,3.410982531,268.4863474,1,0.903105548,1790.529803,6.668762524,Maturity,1.733481043,1
1071,Clothing,3,2.330502788,116.653629,0,0.99170889,4171.074194,6.63370992,Decline,4.96779906,0.807348109
1072,Electronics,1,2.529523661,153.3728884,1,1,2613.422922,6.690951199,Growth,6.520237778,0.972782543
1073,Furniture,5,2.510741401,175.4301869,0,1,1079.571097,6.359605211,Growth,5.240564576,0.948476301
1074,Furniture,4,3.2718228,308.5982997,0,0.955307641,2493.490471,6.445165658,Introductory,3.633288157,1
1075,Electronics,1,2.772972841,189.536044,1,1,1531.93024,6.277071505,Decline,4.065708208,0.96230393
1076,Food,2,2.789059122,170.2424639,1,1,4034.293894,6.649451201,Introductory,10.26517136,0.991024804
1077,Food,2,3.060642062,226.0850262,1,0.85737934,1067.881197,5.862670787,Growth,7.470858105,1
1078,Food,4,3.156889133,257.6972565,0,1,2110.859486,7.033670622,Introductory,3.575068961,1
1079,Clothing,5,3.363657391,325.5087237,0,0.940908233,2046.980093,5.640332421,Introductory,9.32034412,1
1080,Food,4,3.309573858,258.8089016,0,1,2009.823708,6.409209763,Introductory,3.876892741,0.913209507
1081,Food,2,2.712944865,152.5107409,1,0.988012787,3233.954685,5.619054511,Introductory,2.874593859,1
1082,Furniture,5,2.544657708,120.8124244,0,0.99170889,1753.878027,6.190729636,Decline,0.258562196,1
1083,Food,3,3.332784538,271.7858071,0,1,1175.572473,6.068376593,Introductory,3.694461608,0.930605505
1084,Furniture,5,1.93782462,83.19989363,0,0.99170889,4012.546201,6.062315723,Introductory,3.002604398,1
1085,Food,5,2.903276516,166.4123358,0,0.868435948,1790.453934,5.633329654,Maturity,1.164418579,0.787789698
1086,Food,3,2.565247743,155.3080143,0,1,1568.991622,7.092331668,Growth,1.757720295,1
1087,Furniture,2,2.429572003,126.4820743,1,0.878625627,4081.117329,5.407808317,Maturity,10.21047767,0.882839745
1088,Furniture,5,2.905287807,168.9258973,0,1,1646.249439,6.988962333,Decline,3.72768505,1
1089,Electronics,5,1.961900923,109.2701857,0,0.943041022,2345.848719,5.720670371,Introductory,1.15668743,0.977946846
1090,Electronics,1,2.347520885,115.8500333,1,0.8872147,4902.576996,6.991445472,Growth,9.876289671,1
1091,Food,1,2.847731671,178.3912824,1,0.766123737,3560.379215,6.691823622,Decline,8.917383671,1
1092,Electronics,1,3.31354713,264.065273,1,0.869185149,3842.090508,5.658949331,Introductory,4.780786544,1
1093,Furniture,5,2.772989305,156.0791339,0,0.775806372,1917.629314,6.861555428,Maturity,8.977485742,1
1094,Food,3,2.871812042,181.3362358,0,0.99170889,2523.964646,6.154674774,Growth,1.702840485,0.910787311
1095,Electronics,1,2.801493583,189.092255,1,1,1499.814584,6.503905728,Decline,2.750932018,0.976940084
1096,Electronics,4,2.631372819,151.6377639,0,1,2386.503333,6.53257642,,5.069123622,0.911344446
1097,Electronics,2,2.627327572,119.0021307,1,1,2434.267537,5.766155227,Introductory,6.335067997,1
1098,Electronics,1,3.327712019,318.4767307,1,1,3230.079306,6.241298636,Maturity,3.129000054,1
1099,Food,2,2.822710002,178.4856166,1,0.761702716,3971.334207,6.365918868,Introductory,9.955817323,1
1100,Furniture,1,3.305923284,175.4301869,1,1,3286.9611,5.314561246,Decline,4.814744455,0.851361554
1101,Electronics,2,2.627327572,176.733704,1,0.752197274,4498.456104,5.794967816,Maturity,6.597802921,1
1102,Electronics,4,3.137485555,286.931928,0,1,2238.917422,6.10857728,Introductory,8.70732249,0.865894881
1103,Food,2,2.606500632,156.4669958,1,0.819563415,2542.024926,5.647565516,Maturity,-0.156272198,1
1104,Electronics,2,3.395316158,293.6231741,1,0.9370008,4074.250463,6.69453283,Growth,2.58412349,1
1105,Food,3,3.189408267,237.3481385,0,1,4138.49927,6.510980144,Decline,3.885318621,1
1106,Furniture,3,3.111342752,263.1137953,0,1,4156.150165,6.357281346,Introductory,5.73733275,0.960325896
1107,Electronics,3,3.296503383,255.8078209,0,1,3364.931497,6.838311474,,8.222567028,1
1108,Food,3,2.831074532,191.9352958,1,0.867801842,3963.021653,6.475071051,Maturity,4.835771305,1
1109,Furniture,1,3.249834449,273.9958464,1,1,4346.873126,5.961610211,Decline,3.23502893,1
1110,Electronics,3,1.972544044,84.62940296,0,1,4327.153006,6.781820138,,-0.672524401,1
1111,Clothing,1,3.155477892,285.5401043,1,0.955021669,2406.135793,6.174928591,Growth,5.805529406,1
1112,Electronics,1,2.224907768,95.96836561,1,0.967859796,3860.669961,6.843205337,Introductory,3.80954771,0.989010269
1113,Furniture,2,1.352128363,56.24869818,1,1,1215.274227,5.788717373,Maturity,5.092346537,0.997090903
1114,Food,3,2.858562078,176.2366017,0,1,2589.479284,6.125104797,Growth,1.278876567,0.657708874
1115,Furniture,1,2.486998386,133.6203381,1,0.909080115,2799.139216,6.506492585,Decline,1.576778892,0.902022941
1116,Furniture,3,1.945161498,175.4301869,0,0.757727084,3743.296382,5.965347353,Introductory,3.696243204,0.891328166
1117,Clothing,4,2.617079177,155.8556181,0,1,1151.693142,6.455700128,Maturity,1.539034312,1
1118,Electronics,2,2.24720764,93.30822444,1,1,3506.477331,6.190729636,Introductory,-0.091692999,1
1119,Food,5,2.631992609,127.8951336,0,1,2946.290911,6.527277426,Maturity,9.020310075,1
1120,Electronics,2,3.134130947,212.3894978,1,1,2946.290911,6.034636776,Introductory,9.322032926,1
1121,Electronics,3,1.593837378,51.61032264,1,0.9965228,2198.616572,6.544509203,,3.89575788,0.796773801
1122,Electronics,4,3.113155696,276.6920561,0,1,1730.109258,6.89210551,Decline,8.106324622,0.872282291
1123,Clothing,2,2.576965173,146.6104116,1,0.91914606,4957.413781,6.573634661,Decline,5.778320215,0.857880816
1124,Electronics,5,3.455653342,285.6156751,0,0.820221319,1235.72355,6.418108962,Introductory,1.049701044,0.896291573
1125,Food,1,3.474942088,274.1501003,1,1,2061.72284,5.468534773,Growth,6.749079193,1
1126,Food,3,2.529544104,123.4136073,0,1,4896.430314,5.784081008,Maturity,5.201978124,1
1127,Electronics,1,3.148020793,269.9362954,1,0.919479778,3957.134809,5.746401393,Introductory,5.421297863,1
1128,Food,5,2.835194509,187.2821502,0,0.794548037,2612.759538,6.280848468,Growth,7.2062844,0.924192736
1129,Furniture,4,2.908054265,204.4200751,0,0.782486872,1067.615842,6.842466925,Growth,0.530304369,1
1130,Furniture,2,1.414461445,53.41927474,1,0.90665299,2937.770505,5.242808595,,6.106433459,1
1131,Electronics,2,2.369695657,137.482742,1,0.844859826,1844.260309,6.501449704,Introductory,-0.01717459,0.856492001
1132,Clothing,1,2.974714056,192.8242307,1,1,3054.282785,4.692794807,Maturity,5.093450557,1
1133,Furniture,3,2.075703285,89.55743716,0,0.981900273,1087.301902,6.221068866,Growth,4.835771305,0.919695476
1134,Electronics,2,1.763162717,61.54636408,1,1,2845.854679,6.446702836,Maturity,9.597695838,0.916449839
1135,Food,3,2.991716222,227.178988,0,0.816604684,4203.510246,6.358744124,Growth,7.097198008,0.870564132
1136,Food,5,2.719890991,172.449111,0,1,3144.87007,6.468422096,Introductory,5.727472396,1
1137,Clothing,2,2.444737857,134.6490929,1,1,4734.540215,5.357082971,Growth,1.771691603,1
1138,Food,3,2.697356739,169.7585621,0,0.943094292,2481.202977,6.159804154,Growth,0.955570809,1
1139,Furniture,2,3.036727589,242.9680655,1,1,1261.71739,6.058781482,Growth,1.692334823,1
1140,Clothing,2,3.367323672,286.9821882,1,0.981139053,1700.393577,6.240340594,Maturity,2.769955146,1
1141,Electronics,4,1.774657199,75.09958292,0,0.69476075,1723.050689,5.892444822,Decline,5.969258287,1
1142,Furniture,2,2.598308911,135.8164809,1,0.981112752,4066.440897,5.37804068,Maturity,10.33804697,1
1143,Electronics,3,2.328790484,119.994297,0,0.922668892,5247.514422,6.977680431,Introductory,8.978664407,0.825676049
1144,Furniture,2,2.627327572,90.70519672,1,0.936083208,4476.815322,6.865210239,Decline,7.887891603,0.996001452
1145,Electronics,5,3.296965317,291.3388795,0,0.988133406,4299.330996,7.006901825,Introductory,7.774436499,1
1146,Clothing,1,2.944749457,172.2807999,1,0.926147716,3806.439358,6.795207648,Maturity,3.282747507,1
1147,Furniture,5,2.21278252,125.7961611,0,1,4952.231105,6.190729636,Maturity,10.60766797,1
1148,Electronics,3,2.741436558,149.8587486,0,0.991845144,2519.048474,5.829814694,Maturity,5.816111542,0.883784462
1149,Clothing,2,2.326637888,135.9167582,1,1,4816.359013,5.111482123,Growth,2.079575823,1
1150,Electronics,3,0.805622993,29.93586958,1,0.970919519,1437.806326,6.760059833,Decline,3.723651685,1
1151,Food,4,2.612322382,136.5430066,0,1,1600.325796,6.839159912,Growth,4.835771305,0.813196705
1152,Food,3,2.951502048,183.1085126,1,0.99170889,3609.862288,7.117816813,Decline,9.074237336,1
1153,Furniture,5,2.995700582,202.5149059,0,0.960851056,2946.290911,5.623718914,,2.534900099,0.88442294
1154,Food,4,2.375067189,145.6736716,0,0.99170889,1578.493481,6.784488561,Growth,0.703528743,1
1155,Furniture,2,1.302696274,42.92786156,1,1,2778.166476,5.339947913,Decline,6.443748364,1
1156,Food,2,2.696196604,166.2841016,1,0.901353296,2620.118063,5.939712047,Maturity,0.230978685,1
1157,Food,3,3.209054043,279.6647623,0,1,2616.713439,6.612382719,Growth,1.061982785,0.991187416
1158,Electronics,2,3.174296252,265.3144169,1,0.768920709,1066.831824,6.982106014,Maturity,3.383244096,1
1159,Electronics,4,2.627327572,170.7627919,0,0.960031597,1618.682672,6.122556615,Growth,0.248912932,1
1160,Furniture,1,3.121567568,224.6745267,1,1,1247.384736,6.68991319,Decline,6.351026808,1
1161,Furniture,1,3.24817978,258.9011975,1,0.825076322,3125.196708,5.177130056,Decline,3.841835974,0.942981848
1162,Clothing,3,2.943527081,226.8643127,0,0.99170889,2018.783925,6.555360239,Decline,6.484497014,1
1163,Furniture,1,2.805945228,201.9248528,1,1,4610.145128,6.013205739,Decline,6.681343777,1
1164,Electronics,4,2.627327572,45.03207616,0,0.826851961,1112.423828,6.585523216,Introductory,3.209302155,0.890629603
1165,Electronics,3,2.962617028,190.4994833,0,1,4459.76648,4.937631446,Decline,2.391159327,0.8330294
1166,Furniture,1,2.616566486,146.398249,1,1,2723.289073,5.612237393,Decline,1.201383301,1
1167,Electronics,5,2.335216022,136.1034471,0,1,4195.26533,6.591255972,Maturity,6.588359751,0.905691414
1168,Electronics,3,3.395640938,273.168308,0,1,1983.312181,6.190729636,Introductory,4.486908892,1
1169,Food,3,1.867611173,78.9404934,0,0.98482777,1582.163203,6.351799771,Growth,9.6109227,1
1170,Electronics,2,3.141139773,250.0635201,1,0.843430453,2946.290911,5.329913492,Growth,5.767616635,1
1171,Clothing,4,3.428634033,293.7520996,0,0.902291326,3337.769501,5.527793329,Introductory,4.835771305,1
1172,Electronics,1,3.144443875,221.229261,1,1,3109.185995,5.910570102,Maturity,0.280499841,0.977042269
1173,Clothing,5,1.987485191,88.54008671,0,1,1436.723499,5.544279478,Growth,4.299586976,1
1174,Electronics,2,2.646076787,162.7478549,1,0.915247646,2946.290911,5.512077763,Maturity,0.284541993,1
1175,Electronics,5,2.912265212,198.4294165,0,0.99170889,4212.96059,6.908528205,Introductory,10.88497276,1
1176,Electronics,2,3.232117424,241.1289262,1,0.99852167,5014.954111,5.393408979,Growth,5.874928238,0.932241218
1177,Clothing,2,1.437775507,46.16424842,1,0.941683274,3891.59021,7.011795426,Introductory,2.772339311,1
1178,Furniture,4,2.463987386,121.4429975,0,0.902135224,2883.494832,6.585731053,Growth,3.69909433,0.829751062
1179,Electronics,3,1.995127879,87.73334485,0,1,1985.421362,6.423421061,Growth,1.143112972,0.92568973
1180,Food,5,2.992918733,187.6716766,0,0.826870261,2642.212384,6.190729636,Growth,7.852790953,1
1181,Furniture,1,2.837639267,249.3518593,1,1,1791.597223,6.462202723,Maturity,1.644644352,0.993805762
1182,Electronics,1,2.788659793,195.3590461,1,1,1519.275545,6.482316145,Decline,3.431116628,0.901967522
1183,Clothing,1,3.411730256,287.7457157,1,0.967678781,3816.064373,5.919014443,Decline,0.080249995,1
1184,Electronics,5,0.657768339,175.4301869,0,1,2792.271458,6.555528496,Introductory,1.41477635,1
1185,Clothing,3,2.974703861,218.0376381,0,1,1963.038464,6.548583728,Decline,6.266758955,1
1186,Food,1,1.68510771,70.74463186,1,0.984648481,4626.811481,6.73207397,Introductory,2.460873178,1
1187,Furniture,1,2.677024327,138.009983,1,1,2814.326902,6.666367674,Decline,1.295363029,0.950123156
1188,Furniture,3,3.216807388,205.9626239,1,0.981909134,3177.559781,5.822642347,Introductory,8.98266492,1
1189,Furniture,4,3.597979505,307.2755209,0,0.927038748,2500.137155,6.397289563,Introductory,3.986561288,1
1190,Electronics,3,2.548884811,137.5732901,0,0.797185009,2065.569461,5.369463819,Growth,6.716770914,0.960225367
1191,Clothing,2,3.284237689,175.4301869,1,0.880911342,2957.438019,6.190729636,Decline,3.077455734,0.932596717
1192,Food,3,1.560776258,54.66211851,0,0.919114411,3371.523881,5.652048065,Decline,3.592078027,1
1193,Clothing,1,2.369525525,109.512579,1,1,3946.179294,5.528254856,Introductory,4.430524633,1
1194,Electronics,1,3.16972916,280.0957004,1,1,4699.640904,6.407710656,Introductory,7.771539205,0.956266415
1195,Electronics,4,1.10775596,40.26329163,0,1,2829.749483,6.830810684,,1.843413568,0.948176663
1196,Food,3,2.489201785,121.148849,0,0.788757756,4768.636535,5.624242302,Maturity,4.207571243,1
1197,Clothing,3,3.119040397,175.4301869,1,0.849077787,4589.317217,6.429932489,Introductory,5.859606583,1
1198,Electronics,5,3.511210043,290.9075625,0,0.868103003,4404.760884,6.777739377,Introductory,7.098040135,1
1199,Electronics,5,3.134111443,233.656787,0,0.950233573,3032.867478,6.121116484,,8.950727472,1
1200,Food,3,2.935310008,195.9248843,1,0.990579878,3941.389014,6.534113408,Maturity,8.501844743,1
1201,Furniture,2,3.57242451,175.4301869,1,1,2319.77479,6.397187952,Introductory,7.341775442,1
1202,Electronics,2,2.717705173,181.0294718,0,0.99170889,3821.579481,6.641782522,Growth,5.738463814,0.941070645
1203,Furniture,3,3.108437504,241.0664331,1,1,3374.959885,5.627284175,Decline,5.586460451,1
1204,Electronics,1,2.803128109,184.8951577,1,1,1501.047002,6.553028778,Decline,3.605009197,1
